episode_id,frame_index,global_index,task_progress,comparison_condition,comparison_label,noise_seed,noise_id,translation_distance,orientation_control_distance,gripper_absolute_difference,arm_only_6d_distance,full_7d_distance,correct_gripper,altered_gripper,correct_gripper_regime,altered_gripper_regime,gripper_regime_threshold,gripper_regime_flip,correct_pred_action_x,altered_pred_action_x,signed_difference_x,correct_pred_action_y,altered_pred_action_y,signed_difference_y,correct_pred_action_z,altered_pred_action_z,signed_difference_z,correct_pred_action_roll,altered_pred_action_roll,signed_difference_roll,correct_pred_action_pitch,altered_pred_action_pitch,signed_difference_pitch,correct_pred_action_yaw,altered_pred_action_yaw,signed_difference_yaw,correct_pred_action_gripper,altered_pred_action_gripper,signed_difference_gripper,progress_bin_index,progress_bin
0,53,53,0.2062256809338521,unrelated,Unrelated,7100053,sha256:a36ab5aa7b125337,0.18493259510786456,0.04536271032770579,0.011451601982116477,0.1904149159640723,0.1907589563023491,-1.0243226289749146,-1.012871026992798,opening,opening,0.0,False,-0.2807498872280121,-0.4619501233100891,-0.18120023608207703,-0.160579964518547,-0.1400626599788665,0.02051730453968051,-0.6590901017189026,-0.6283398270606995,0.030750274658203125,-0.0003936925786547,-0.0035547111183404,-0.0031610185396857,-0.0067009292542934,-0.0062653543427586,0.0004355749115348001,0.0068454332649707,0.052095778286457,0.045250345021486296,-1.0243226289749146,-1.012871026992798,0.011451601982116477,1,20–40%
0,76,76,0.2957198443579766,unrelated,Unrelated,7100076,sha256:e07fb71def398fe0,0.8593472372422968,0.04943468139337669,2.0169140100479126,0.8607679489156371,2.1929121245065852,1.0058118104934692,-1.0111021995544434,closing,opening,0.0,True,-0.2055246531963348,-0.046956680715084,0.15856797248125082,0.7267272472381592,-0.0261094942688941,-0.7528367415070533,0.3541299998760223,-0.0287155471742153,-0.3828455470502376,-0.0015023285523056,-0.0015737172216176,-7.138866931200006e-05,-0.0395062267780303,0.0097896680235862,0.0492958948016165,0.0087159946560859,0.0124169923365116,0.0037009976804256994,1.0058118104934692,-1.0111021995544434,-2.0169140100479126,1,20–40%
0,81,81,0.3151750972762646,unrelated,Unrelated,7100081,sha256:f12d6efbcf1788aa,1.1068455102956345,0.04305982349170234,1.9974491596221924,1.1076827759158936,2.2840237033218687,1.0167014598846436,-0.9807476997375488,closing,opening,0.0,True,-0.0861598178744316,0.0350053012371063,0.1211651191115379,0.756074845790863,-0.2416837811470031,-0.9977586269378661,0.1706543266773224,-0.2929227650165558,-0.4635770916938782,-0.003439494408667,-0.0080422991886734,-0.004602804780006401,-0.0816232711076736,-0.0901215523481369,-0.008498281240463298,0.0028178906068205,0.0447790846228599,0.0419611940160394,1.0167014598846436,-0.9807476997375488,-1.9974491596221924,1,20–40%
0,95,95,0.3696498054474708,unrelated,Unrelated,7100095,sha256:245f686859a37d64,1.023330067530983,0.08584254070298868,2.023375988006592,1.0269242274419816,2.2690579009247345,1.000280499458313,-1.0230954885482788,closing,opening,0.0,True,-0.3158134818077087,-0.1284430027008056,0.18737047910690308,0.8628126978874207,-0.1424267888069152,-1.005239486694336,0.1515845358371734,0.111705906689167,-0.03987862914800641,-0.0104059837758541,-0.004287723917514,0.0061182598583401,0.0220797434449195,0.1073770970106124,0.0852973535656929,0.0195470731705427,0.0270217079669237,0.007474634796381,1.000280499458313,-1.0230954885482788,-2.023375988006592,1,20–40%
1,53,311,0.2111553784860557,unrelated,Unrelated,7110053,sha256:3636b05450547aa4,0.17164380896093176,0.06112150084502265,0.0035240650177001953,0.18220163286909627,0.18223571015147916,-1.0086746215820312,-1.005150556564331,opening,opening,0.0,False,-0.1285701394081115,-0.2683844268321991,-0.1398142874240876,0.0563479959964752,0.1550651788711547,0.09871718287467951,-0.6839434504508972,-0.67096346616745,0.012979984283447266,-0.0002787361736409,-0.0040670847520232,-0.0037883485783823,-0.0057219797745347,0.0048036454245448,0.0105256251990795,-0.00327411852777,0.0568149611353874,0.0600890796631574,-1.0086746215820312,-1.005150556564331,0.0035240650177001953,1,20–40%
1,64,322,0.2549800796812749,unrelated,Unrelated,7110064,sha256:cee87adbbefe914a,0.28670268604151405,0.0782782177385645,2.0376663208007812,0.29719675226311787,2.0592255691112467,1.0128393173217771,-1.024827003479004,closing,opening,0.0,True,-0.0762762054800987,-0.2035901248455047,-0.127313919365406,0.0848706513643264,0.2517203688621521,0.1668497174978257,-0.2756166160106659,-0.4709388315677643,-0.1953222155570984,-0.0007676595705561,-0.0015348908491432,-0.0007672312785871001,0.0149722564965486,-0.0030199401080608,-0.0179921966046094,0.0512063354253768,0.1273848861455917,0.0761785507202149,1.0128393173217771,-1.024827003479004,-2.0376663208007812,1,20–40%
1,87,345,0.3466135458167331,unrelated,Unrelated,7110087,sha256:9fbcb2df8e332182,0.9252007738509178,0.04593902370455746,0.0110126733779905,0.92634057766745,0.9264060366859638,1.0064865350723269,1.0174992084503174,closing,closing,0.0,False,-0.0631811395287513,0.1270745694637298,0.19025570899248112,0.6527762413024902,-0.2526077628135681,-0.9053840041160583,0.5368181467056274,0.5457087159156799,0.00889056921005249,0.0020883555989712,0.0120946886017918,0.0100063330028206,-0.0011419733054935,0.006846148520708,0.0079881218262015,0.0149539951235055,0.0590726658701896,0.044118670746684095,1.0064865350723269,1.0174992084503174,0.0110126733779905,1,20–40%
1,91,349,0.3625498007968127,unrelated,Unrelated,7110091,sha256:978a27db81ba5a7d,0.8726488454496892,0.042995414042008226,0.0050601959228515625,0.8737073955812206,0.8737220488668562,0.9839386343955994,0.9788784384727478,closing,closing,0.0,False,-0.0988953039050102,0.072120688855648,0.1710159927606582,0.8455417156219482,-0.0059047192335128,-0.851446434855461,0.1825337409973144,0.097043938934803,-0.0854898020625114,-0.0005558304837904,0.0395533330738544,0.040109163557644795,0.0008874265477061,0.0163562875241041,0.015468860976398002,0.0035586329177021,0.0043168989941477,0.0007582660764456003,0.9839386343955994,0.9788784384727478,-0.0050601959228515625,1,20–40%
2,60,570,0.2448979591836734,unrelated,Unrelated,7120060,sha256:8d523294b18e3765,0.6687988205798441,0.01889121121819145,2.0073354840278625,0.6690655724742387,2.115902759038717,0.9995138049125672,-1.0078216791152954,closing,opening,0.0,True,0.3081130981445312,0.113000601530075,-0.19511249661445618,0.0296715795993804,-0.0695553719997406,-0.099226951599121,0.916966199874878,0.2850033938884735,-0.6319628059864045,-0.0099662197753787,-0.0028782850131392,0.0070879347622395,0.0453205481171608,0.060820747166872,0.0155001990497112,-0.0222007017582654,-0.014053133316338,0.008147568441927402,0.9995138049125672,-1.0078216791152954,-2.0073354840278625,1,20–40%
2,63,573,0.2571428571428571,unrelated,Unrelated,7120063,sha256:16d7218b6bd3fb96,0.6915377385087609,0.0403556879193816,1.9928678274154663,0.692714245074589,2.109828240136362,0.998616635799408,-0.9942511916160583,closing,opening,0.0,True,0.4197037518024444,0.3194299936294555,-0.10027375817298889,0.4037980437278747,0.0530587993562221,-0.3507392443716526,0.903773844242096,0.316277801990509,-0.5874960422515869,-0.0061438241973519,-0.0040212175808846,0.002122606616467301,0.1169206276535987,0.1569415181875229,0.040020890533924186,0.0334175154566764,0.0286841858178377,-0.004733329638838699,0.998616635799408,-0.9942511916160583,-1.9928678274154663,1,20–40%
