episode_id,frame_index,timestamp,eef_x,eef_y,eef_z,eef_axis_angle_x,eef_axis_angle_y,eef_axis_angle_z,finger_qpos_0,finger_qpos_1,gripper_aperture_proxy,expert_gripper_command
0,0,0.0,-0.04658396542072296,0.0010548062855377793,0.6923741102218628,3.154628038406372,0.004372127819806337,-0.0727287232875824,0.03402569890022278,-0.03406943008303642,0.0680951289832592,-1.0
0,1,0.05000000074505806,-0.04387640208005905,-0.0020439513027668,0.6936200857162476,3.1536147594451904,-0.003079772461205721,-0.0891299694776535,0.03619774058461189,-0.03623881936073303,0.07243655994534492,-1.0
0,2,0.10000000149011612,-0.04064429923892021,-0.005328942555934191,0.6951491236686707,3.1519134044647217,-0.009819766506552696,-0.10558780282735825,0.03742222487926483,-0.03745581954717636,0.07487804442644119,-1.0
0,3,0.15000000596046448,-0.03690924495458603,-0.009011090733110905,0.6966440677642822,3.149860143661499,-0.01698698103427887,-0.12196708470582962,0.03810204192996025,-0.038145557045936584,0.07624759897589684,-1.0
0,4,0.20000000298023224,-0.03270207345485687,-0.013398552313446999,0.697981059551239,3.148139238357544,-0.025625575333833694,-0.13818605244159698,0.038474682718515396,-0.038540977984666824,0.07701566070318222,-1.0
0,5,0.25,-0.028227034956216812,-0.018578186631202698,0.6991662383079529,3.146618366241455,-0.03555801138281822,-0.15505041182041168,0.03867822140455246,-0.03876838833093643,0.07744660973548889,-1.0
0,6,0.30000001192092896,-0.023522794246673584,-0.02424776367843151,0.7003564834594727,3.1451539993286133,-0.04573354870080948,-0.17248177528381348,0.03879556804895401,-0.038893118500709534,0.07768868654966354,-1.0
0,7,0.3499999940395355,-0.018473271280527115,-0.03036446124315262,0.7016168832778931,3.143559217453003,-0.05570294335484505,-0.18976938724517822,0.03885746747255325,-0.038969457149505615,0.07782692462205887,-1.0
0,8,0.4000000059604645,-0.013061217032372952,-0.03707506135106087,0.7027972936630249,3.141695022583008,-0.06589926034212112,-0.20702579617500305,0.03890492022037506,-0.03902673348784447,0.07793165370821953,-1.0
0,9,0.44999998807907104,-0.007210342213511467,-0.04456368088722229,0.703705906867981,3.139465093612671,-0.07686029374599457,-0.2241787165403366,0.03894722834229469,-0.03907843679189682,0.07802566513419151,-1.0
0,10,0.5,-0.000987736857496202,-0.052846409380435944,0.7043167948722839,3.1369411945343018,-0.08829443156719208,-0.2413763850927353,0.03898698836565018,-0.039125215262174606,0.07811220362782478,-1.0
0,11,0.550000011920929,0.005451172590255737,-0.06159651651978493,0.7047938108444214,3.1343562602996826,-0.0991673395037651,-0.25880807638168335,0.03902518376708031,-0.039167921990156174,0.07819310575723648,-1.0
0,12,0.6000000238418579,0.01228635199368,-0.07058724761009216,0.7051072120666504,3.1318447589874268,-0.10892282426357269,-0.2748866081237793,0.03906173259019852,-0.0392087921500206,0.07827052474021912,-1.0
0,13,0.6499999761581421,0.019388586282730103,-0.0797354057431221,0.7051109075546265,3.1293063163757324,-0.11774008721113205,-0.2899000644683838,0.0390966422855854,-0.03924797847867012,0.07834462076425552,-1.0
0,14,0.699999988079071,0.02677903324365616,-0.08892854303121567,0.7047979235649109,3.126861333847046,-0.1261029690504074,-0.30349209904670715,0.03913019970059395,-0.03928534314036369,0.07841554284095764,-1.0
0,15,0.75,0.034522250294685364,-0.09807527810335159,0.7043769359588623,3.1247055530548096,-0.13436706364154816,-0.31472018361091614,0.0391625240445137,-0.03932090476155281,0.07848342880606651,-1.0
0,16,0.800000011920929,0.042465243488550186,-0.10715412348508835,0.703959584236145,3.122873544692993,-0.14273639023303986,-0.3239193558692932,0.039193518459796906,-0.03935488685965538,0.07854840531945229,-1.0
0,17,0.8500000238418579,0.050476133823394775,-0.11618513613939285,0.703359067440033,3.1212358474731445,-0.1513715535402298,-0.33176469802856445,0.03922320157289505,-0.03938739746809006,0.07861059904098511,-1.0
0,18,0.8999999761581421,0.058499932289123535,-0.1251625418663025,0.7022860646247864,3.11962890625,-0.16034628450870514,-0.3387085497379303,0.039251700043678284,-0.039418432861566544,0.07867013290524483,-1.0
0,19,0.949999988079071,0.06649694591760635,-0.13406382501125336,0.7004877328872681,3.1180896759033203,-0.16947805881500244,-0.3451404571533203,0.039279088377952576,-0.03944802284240723,0.0787271112203598,-1.0
0,20,1.0,0.07453333586454391,-0.14282545447349548,0.6977189779281616,3.1168723106384277,-0.17833399772644043,-0.3509879410266876,0.039305638521909714,-0.03947601839900017,0.07878165692090988,-1.0
0,21,1.0499999523162842,0.08261069655418396,-0.15131616592407227,0.6939708590507507,3.1165266036987305,-0.18659427762031555,-0.3560227155685425,0.0393315926194191,-0.03950227051973343,0.07883386313915253,-1.0
0,22,1.100000023841858,0.09071802347898483,-0.15910162031650543,0.6895925998687744,3.1174700260162354,-0.19348976016044617,-0.3594854176044464,0.03935808688402176,-0.039525747299194336,0.0788838341832161,-1.0
0,23,1.149999976158142,0.0984792485833168,-0.16585806012153625,0.6845853328704834,3.119171380996704,-0.19863754510879517,-0.36320698261260986,0.039384640753269196,-0.03954702988266945,0.07893167063593864,-1.0
0,24,1.2000000476837158,0.105777308344841,-0.17140018939971924,0.6787293553352356,3.1210670471191406,-0.2016126662492752,-0.3682340085506439,0.039411310106515884,-0.03956615552306175,0.07897746562957764,-1.0
0,25,1.25,0.11275085061788559,-0.17583012580871582,0.6718674898147583,3.1228864192962646,-0.20280037820339203,-0.3738304376602173,0.039437200874090195,-0.03958410024642944,0.07902130112051964,-1.0
0,26,1.2999999523162842,0.11942223459482193,-0.17936791479587555,0.6638155579566956,3.1250083446502686,-0.20322303473949432,-0.3795880377292633,0.039462070912122726,-0.03960119187831879,0.07906326279044151,-1.0
0,27,1.350000023841858,0.12582403421401978,-0.1821405589580536,0.6547770500183105,3.1276307106018066,-0.2030465304851532,-0.3848976194858551,0.0394861176609993,-0.03961731120944023,0.07910342887043953,-1.0
0,28,1.399999976158142,0.13195931911468506,-0.18424367904663086,0.6452966928482056,3.1306753158569336,-0.20262639224529266,-0.38900452852249146,0.03950919210910797,-0.03963268920779228,0.07914188131690025,-1.0
0,29,1.4500000476837158,0.13770093023777008,-0.18562741577625275,0.6359546780586243,3.1342668533325195,-0.20238234102725983,-0.3914978802204132,0.03953171148896217,-0.039646971970796585,0.07917868345975876,-1.0
0,30,1.5,0.14290916919708252,-0.1865997612476349,0.6268243789672852,3.138038396835327,-0.20257684588432312,-0.392259806394577,0.039552561938762665,-0.03966134786605835,0.07921390980482101,-1.0
0,31,1.5499999523162842,0.14726872742176056,-0.18742139637470245,0.6176138520240784,3.141442060470581,-0.20162814855575562,-0.3934459388256073,0.03957231715321541,-0.039675310254096985,0.0792476274073124,-1.0
0,32,1.600000023841858,0.15065257251262665,-0.188097283244133,0.6084059476852417,3.1445155143737793,-0.1994064599275589,-0.3961121141910553,0.03959142789244652,-0.03968847170472145,0.07927989959716797,-1.0
0,33,1.649999976158142,0.15351223945617676,-0.18877209722995758,0.5993496775627136,3.147649049758911,-0.19719113409519196,-0.3973000645637512,0.0396096296608448,-0.039701156318187714,0.07931078597903252,-1.0
0,34,1.7000000476837158,0.15601883828639984,-0.18947254121303558,0.590373694896698,3.1511075496673584,-0.19494277238845825,-0.3960413634777069,0.03962728753685951,-0.0397130586206913,0.07934034615755081,-1.0
0,35,1.75,0.15765276551246643,-0.19019927084445953,0.5815514922142029,3.1548006534576416,-0.19233816862106323,-0.3952491879463196,0.03964411839842796,-0.03972452133893967,0.07936863973736763,-1.0
